alleleSymbol,alleleName,acc,project,geneSymbol,gacc
Slc25a21<tm1d(KOMP)Wtsi>,,MGI:2445059,,,
Slc25a28<tm1a(EUCOMM)Wtsi>,"solute carrier family 25, member 28; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4452777,EUCOMM,Slc25a28,MGI:2180509
Slc25a28<tm1b(EUCOMM)Wtsi>,"solute carrier family 25, member 28; targeted mutation 1b, Wellcome Trust Sanger Institute",MGI:5637123,EUCOMM,Slc25a28,MGI:2180509
Slc25a29<tm1a(KOMP)Wtsi>,"solute carrier family 25 (mitochondrial carrier, palmitoylcarnitine transporter), member 29; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4362397,KOMP-CSD,Slc25a29,MGI:2444911
Slc25a30<tm1a(EUCOMM)Wtsi>,"solute carrier family 25, member 30; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4842343,EUCOMM,Slc25a30,MGI:1914804
Slc25a38<tm1a(EUCOMM)Wtsi>,"solute carrier family 25, member 38; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4431760,EUCOMM,Slc25a38,MGI:2384782
Slc25a43<tm1a(EUCOMM)Wtsi>,"solute carrier family 25, member 43; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4431833,EUCOMM,Slc25a43,MGI:2684854
Slc25a4<tm1a(EUCOMM)Wtsi>,"solute carrier family 25 (mitochondrial carrier, adenine nucleotide translocator), member 4; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4432177,EUCOMM,Slc25a4,MGI:1353495
Slc2a2<m1Mhda>,"solute carrier family 2 (facilitated glucose transporter), member 2; mutation 1, Martin Hrabe de Angelis",MGI:5818770,0,Slc2a2,MGI:1095438
Slc2a5<tm1a(EUCOMM)Wtsi>,"solute carrier family 2 (facilitated glucose transporter), member 5; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4842480,EUCOMM,Slc2a5,MGI:1928369
Slc2a5<tm1b(EUCOMM)Wtsi>,"solute carrier family 2 (facilitated glucose transporter), member 5; targeted mutation 1b, Wellcome Trust Sanger Institute",MGI:5613655,EUCOMM,Slc2a5,MGI:1928369
Slc2a9<tm1.2Thor>,"solute carrier family 2 (facilitated glucose transporter), member 9; targeted mutation 1.2, Bernard Thorens",MGI:4361278,0,Slc2a9,MGI:2152844
Slc30a8<tm1a(KOMP)Wtsi>,"solute carrier family 30 (zinc transporter), member 8; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4363904,KOMP-CSD,Slc30a8,MGI:2442682
Slc31a2<tm1a(EUCOMM)Wtsi>,"solute carrier family 31, member 2; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4432041,EUCOMM,Slc31a2,MGI:1333844
Slc34a3<tm1.1Nhch>,"solute carrier family 34 (sodium phosphate), member 3; targeted mutation 1.1, Nati Hernando",MGI:5609132,0,Slc34a3,MGI:2159410
Slc35b1<tm2a(EUCOMM)Wtsi>,"solute carrier family 35, member B1; targeted mutation 2a, Wellcome Trust Sanger Institute",MGI:5306495,EUCOMM,Slc35b1,MGI:1343133
Slc35f1<tm1a(KOMP)Wtsi>,"solute carrier family 35, member F1; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4363454,KOMP-CSD,Slc35f1,MGI:2139810
Slc35f6<tm1a(EUCOMM)Wtsi>,"solute carrier family 35, member F6; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4432047,EUCOMM,Slc35f6,MGI:1922169
Slc38a10<tm1a(EUCOMM)Wtsi>,"solute carrier family 38, member 10; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4431702,EUCOMM,Slc38a10,MGI:1919305
Slc38a10<tm2a(EUCOMM)Wtsi>,"solute carrier family 38, member 10; targeted mutation 2a, Wellcome Trust Sanger Institute",MGI:4441779,EUCOMM,Slc38a10,MGI:1919305
Slc38a2<tm1a(KOMP)Wtsi>,"solute carrier family 38, member 2; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:5293947,KOMP-CSD,Slc38a2,MGI:1915010
Slc38a3<m1Ingm>,"solute carrier family 38, member 3; mutation 1, Ingenium Pharmaceuticals AG",MGI:5790979,0,Slc38a3,MGI:1923507
Slc38a4<tm1a(EUCOMM)Wtsi>,"solute carrier family 38, member 4; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4431996,EUCOMM,Slc38a4,MGI:1916604
Slc39a8<tm1a(EUCOMM)Wtsi>,"solute carrier family 39 (metal ion transporter), member 8; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4432011,EUCOMM,Slc39a8,MGI:1914797
Slc40a1<Pcm>,"solute carrier family 40 (iron-regulated transporter), member 1; polycythaemia",MGI:1889622,0,Slc40a1,MGI:1315204
Slc40a1<tm1a(EUCOMM)Hmgu>,"solute carrier family 40 (iron-regulated transporter), member 1; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:4435780,EUCOMM,Slc40a1,MGI:1315204
Slc41a3<tm1a(KOMP)Wtsi>,"solute carrier family 41, member 3; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4365235,KOMP-CSD,Slc41a3,MGI:1918949
Slc44a3<tm1a(EUCOMM)Wtsi>,"solute carrier family 44, member 3; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4434043,EUCOMM,Slc44a3,MGI:2384860
Slc44a3<tm1b(EUCOMM)Wtsi>,"solute carrier family 44, member 3; targeted mutation 1b, Wellcome Trust Sanger Institute",MGI:5613661,EUCOMM,Slc44a3,MGI:2384860
Slc44a4<tm1a(EUCOMM)Hmgu>,"solute carrier family 44, member 4; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:4841742,EUCOMM,Slc44a4,MGI:1917379
Slc44a5<tm1a(KOMP)Wtsi>,"solute carrier family 44, member 5; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4364041,KOMP-CSD,Slc44a5,MGI:3035141
Slc47a1<tm1a(EUCOMM)Wtsi>,"solute carrier family 47, member 1; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4432174,EUCOMM,Slc47a1,MGI:1914723
Slc47a1<tm1b(EUCOMM)Wtsi>,"solute carrier family 47, member 1; targeted mutation 1b, Wellcome Trust Sanger Institute",MGI:5548541,EUCOMM,Slc47a1,MGI:1914723
Slc4a10<tm1a(KOMP)Wtsi>,"solute carrier family 4, sodium bicarbonate cotransporter-like, member 10; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4451535,KOMP-CSD,Slc4a10,MGI:2150150
Slc52a3<tm2a(KOMP)Wtsi>,"solute carrier protein family 52, member 3; targeted mutation 2a, Wellcome Trust Sanger Institute",MGI:4363008,KOMP-CSD,Slc52a3,MGI:1916948
Slc5a2<tm1a(KOMP)Wtsi>,"solute carrier family 5 (sodium/glucose cotransporter), member 2; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4363573,KOMP-CSD,Slc5a2,MGI:2181411
Slc5a6<tm1a(EUCOMM)Wtsi>,"solute carrier family 5 (sodium-dependent vitamin transporter), member 6; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4432225,EUCOMM,Slc5a6,MGI:2660847
Slc5a7<tm1a(KOMP)Wtsi>,"solute carrier family 5 (choline transporter), member 7; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4942035,KOMP-CSD,Slc5a7,MGI:1927126
Slc6a20a<tm1a(KOMP)Wtsi>,"solute carrier family 6 (neurotransmitter transporter), member 20A; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4362653,KOMP-CSD,Slc6a20a,MGI:2143217
Slc6a20a<tm1b(KOMP)Wtsi>,"solute carrier family 6 (neurotransmitter transporter), member 20A; targeted mutation 1b, Wellcome Trust Sanger Institute",MGI:5613657,KOMP-CSD,Slc6a20a,MGI:2143217
Slc6a2<tm1a(EUCOMM)Hmgu>,"solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:4461511,EUCOMM,Slc6a2,MGI:1270850
Slc6a2<tm1b(EUCOMM)Hmgu>,"solute carrier family 6 (neurotransmitter transporter, noradrenalin), member 2; targeted mutation 1b, Helmholtz Zentrum Muenchen GmbH",MGI:5588269,EUCOMM,Slc6a2,MGI:1270850
Slc6a3<tm1(cre)Xz>,"solute carrier family 6 (neurotransmitter transporter, dopamine), member 3; targeted mutation 1, Xiaoxi Zhuang",MGI:3691571,0,Slc6a3,MGI:94862
Slc6a4<tm1(cre)Xz>,"solute carrier family 6 (neurotransmitter transporter, serotonin), member 4; targeted mutation 1, Xiaoxi Zhuang",MGI:3691577,0,Slc6a4,MGI:96285
Slc6a4<tm1(tTA)Cogr>,"solute carrier family 6 (neurotransmitter transporter, serotonin), member 4; targeted mutation 1, Cornelius Gross",MGI:3800924,0,Slc6a4,MGI:96285
Slc6a4<tm1Kpl>,"solute carrier family 6 (neurotransmitter transporter, serotonin), member 4; targeted mutation 1, Klaus-Peter Lesch",MGI:2178613,0,Slc6a4,MGI:96285
Slc7a10<tm1Dgen>,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 10; targeted mutation 1, Deltagen",MGI:3716074,Deltagen,Slc7a10,MGI:1858261
Slc7a11<tm1a(EUCOMM)Wtsi>,"solute carrier family 7 (cationic amino acid transporter, y+ system), member 11; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4441748,EUCOMM,Slc7a11,MGI:1347355
Slc9a3r2<tm2a(EUCOMM)Hmgu>,"solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 2; targeted mutation 2a, Helmholtz Zentrum Muenchen GmbH",MGI:5511797,EUCOMM,Slc9a3r2,MGI:1890662
Slc9a4<tm1a(EUCOMM)Wtsi>,"solute carrier family 9 (sodium/hydrogen exchanger), member 4; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4842748,EUCOMM,Slc9a4,MGI:105074
Slc9a8<tm1a(KOMP)Wtsi>,"solute carrier family 9 (sodium/hydrogen exchanger), member 8; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4363224,KOMP-CSD,Slc9a8,MGI:1924281
Slco2b1<tm1a(KOMP)Wtsi>,"solute carrier organic anion transporter family, member 2b1; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4363700,KOMP-CSD,Slco2b1,MGI:1351872
Slfn4<tm1a(EUCOMM)Wtsi>,"schlafen 4; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4944570,EUCOMM,Slfn4,MGI:1329010
Slfn9<tm1a(EUCOMM)Wtsi>,"schlafen 9; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:5286383,EUCOMM,Slfn9,MGI:2445121
Slfnl1<tm1a(EUCOMM)Wtsi>,"schlafen like 1; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4453731,EUCOMM,Slfnl1,MGI:3045330
Slfnl1<tm1b(EUCOMM)Wtsi>,,MGI:3045330,,,
Slit1<tm1a(KOMP)Wtsi>,"slit guidance ligand 1; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4363887,KOMP-CSD,Slit1,MGI:1315203
Slitrk4<tm1a(KOMP)Wtsi>,"SLIT and NTRK-like family, member 4; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4460289,KOMP-CSD,Slitrk4,MGI:2442509
Slitrk4<tm1b(KOMP)Wtsi>,"SLIT and NTRK-like family, member 4; targeted mutation 1b, Wellcome Trust Sanger Institute",MGI:5548808,KOMP-CSD,Slitrk4,MGI:2442509
Slu7<tm1a(KOMP)Wtsi>,"SLU7 splicing factor homolog (S. cerevisiae); targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4363740,KOMP-CSD,Slu7,MGI:2385598
Slx4<tm1a(EUCOMM)Wtsi>,"SLX4 structure-specific endonuclease subunit homolog (S. cerevisiae); targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4432843,EUCOMM,Slx4,MGI:106299
Slx4ip<tm1a(EUCOMM)Wtsi>,"SLX4 interacting protein; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4433347,EUCOMM,Slx4ip,MGI:1921493
Smad2<tm3Rob>,"SMAD family member 2; targeted mutation 3, Elizabeth J Robertson",MGI:3527155,0,Smad2,MGI:108051
Smad2<tm4(SMADH3)Rob>,"SMAD family member 2; targeted mutation 4, Elizabeth J Robertson",MGI:3527156,0,Smad2,MGI:108051
Smad9<tm1Rob>,"SMAD family member 9; targeted mutation 1, Elizabeth J Robertson",MGI:3701868,0,Smad9,MGI:1859993
Smad9<tm2Rob>,"SMAD family member 9; targeted mutation 2, Elizabeth J Robertson",MGI:5514164,0,Smad9,MGI:1859993
Smarca5<tm2.1Ais>,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5; targeted mutation 2.1, Art I Skoultchi",MGI:5706633,0,Smarca5,MGI:1935129
Smarcal1<tm1a(EUCOMM)Wtsi>,"SWI/SNF related matrix associated, actin dependent regulator of chromatin, subfamily a-like 1; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4433467,EUCOMM,Smarcal1,MGI:1859183
Smc3<tm1a(EUCOMM)Wtsi>,"structural maintenance of chromosomes 3; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4434007,EUCOMM,Smc3,MGI:1339795
Smc5<tm1a(KOMP)Wtsi>,"structural maintenance of chromosomes 5; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4419231,KOMP-CSD,Smc5,MGI:2385088
Smc6<tm1a(EUCOMM)Hmgu>,"structural maintenance of chromosomes 6; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:4435686,EUCOMM,Smc6,MGI:1914491
Smc6<tm1b(EUCOMM)Hmgu>,"structural maintenance of chromosomes 6; targeted mutation 1b, Helmholtz Zentrum Muenchen GmbH",MGI:5613644,EUCOMM,Smc6,MGI:1914491
Smco4<tm1a(EUCOMM)Wtsi>,"single-pass membrane protein with coiled-coil domains 4; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4433435,EUCOMM,Smco4,MGI:3039636
Smcr8<tm1(KOMP)Vlcg>,"Smith-Magenis syndrome chromosome region, candidate 8 homolog (human); targeted mutation 1, Velocigene",MGI:4452950,KOMP-Regeneron,Smcr8,MGI:2444720
Smg1<Gt(RRT449)Byg>,"SMG1 homolog, phosphatidylinositol 3-kinase-related kinase (C. elegans); gene trap RRT449, BayGenomics",MGI:4338581,0,Smg1,MGI:1919742
Smg1<tm1a(EUCOMM)Hmgu>,"SMG1 homolog, phosphatidylinositol 3-kinase-related kinase (C. elegans); targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:5497170,EUCOMM,Smg1,MGI:1919742
Smg6<Tg(SMN1*delta5)1Pks>,"Smg-6 homolog, nonsense mediated mRNA decay factor (C. elegans); transgene insertion 1, Nick Parkinson",MGI:5493450,0,Smg6,MGI:2144117
Smg9<tm1a(EUCOMM)Wtsi>,"smg-9 homolog, nonsense mediated mRNA decay factor (C. elegans); targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4433646,EUCOMM,Smg9,MGI:1919247
Smn1<tm1Msd>,"survival motor neuron 1; targeted mutation 1, Michael Sendtner",MGI:2183946,0,Smn1,MGI:109257
Smoc1<tm1a(EUCOMM)Wtsi>,"SPARC related  modular calcium binding 1; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4431709,EUCOMM,Smoc1,MGI:1929878
Smpd3<fro>,"sphingomyelin phosphodiesterase 3, neutral; fragilitas ossium",MGI:1856877,0,Smpd3,MGI:1927578
Smpd4<tm2a(KOMP)Wtsi>,"sphingomyelin phosphodiesterase 4; targeted mutation 2a, Wellcome Trust Sanger Institute",MGI:4841172,KOMP-CSD,Smpd4,MGI:1924876
Smpd4<tm2b(KOMP)Wtsi>,"sphingomyelin phosphodiesterase 4; targeted mutation 2b, Wellcome Trust Sanger Institute",MGI:5548688,KOMP-CSD,Smpd4,MGI:1924876
Smpdl3b<tm1a(EUCOMM)Wtsi>,"sphingomyelin phosphodiesterase, acid-like 3B; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4433288,EUCOMM,Smpdl3b,MGI:1916022
Sms<tm1a(EUCOMM)Wtsi>,"spermine synthase; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4431547,EUCOMM,Sms,MGI:109490
Smurf1<tm1a(EUCOMM)Wtsi>,"SMAD specific E3 ubiquitin protein ligase 1; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4433314,EUCOMM,Smurf1,MGI:1923038
Smurf2<tm1a(EUCOMM)Wtsi>,"SMAD specific E3 ubiquitin protein ligase 2; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4431726,EUCOMM,Smurf2,MGI:1913563
Smyd2<tm1a(KOMP)Wtsi>,"SET and MYND domain containing 2; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4362468,KOMP-CSD,Smyd2,MGI:1915889
Smyd3<Gt(AS0527)Wtsi>,"SET and MYND domain containing 3; gene trap AS0527, Wellcome Trust Sanger Institute",MGI:4346714,Sanger Inst. Gene Trap Res.,Smyd3,MGI:1916976
Smyd3<tm1a(KOMP)Wtsi>,"SET and MYND domain containing 3; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4362710,KOMP-CSD,Smyd3,MGI:1916976
Smyd4<tm1a(EUCOMM)Wtsi>,"SET and MYND domain containing 4; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4432884,EUCOMM,Smyd4,MGI:2442796
Smyd5<tm1a(EUCOMM)Wtsi>,"SET and MYND domain containing 5; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4431696,EUCOMM,Smyd5,MGI:108048
Smyd5<tm1e(EUCOMM)Wtsi>,"SET and MYND domain containing 5; targeted mutation 1e, Wellcome Trust Sanger Institute",MGI:4433561,EUCOMM,Smyd5,MGI:108048
Snap23<tm1a(EUCOMM)Wtsi>,"synaptosomal-associated protein 23; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4460454,EUCOMM,Snap23,MGI:109356
Snap25<Bdr>,synaptosomal-associated protein 25; blind drunk,MGI:1862014,Harwell ENU Mutagenesis,Snap25,MGI:98331
Snap25<tm1Bark>,"synaptosomal-associated protein 25; targeted mutation 1, Christina Bark",MGI:3821973,0,Snap25,MGI:98331
Snap29<tm1a(EUCOMM)Wtsi>,"synaptosomal-associated protein 29; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4433565,EUCOMM,Snap29,MGI:1914724
Snap47<tm1a(EUCOMM)Wtsi>,"synaptosomal-associated protein, 47; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4433792,EUCOMM,Snap47,MGI:1915076
Snapc1<tm1a(KOMP)Mbp>,"small nuclear RNA activating complex, polypeptide 1; targeted mutation 1a, Mouse Biology Program, UCDavis",MGI:4867920,KOMP-CSD,Snapc1,MGI:1922877
Snapc4<tm1a(KOMP)Wtsi>,"small nuclear RNA activating complex, polypeptide 4; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4362491,KOMP-CSD,Snapc4,MGI:2443935
Sncaip<tm1a(EUCOMM)Wtsi>,"synuclein, alpha interacting protein (synphilin); targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4938575,EUCOMM,Sncaip,MGI:1915097
Sncaip<tm1b(EUCOMM)Wtsi>,"synuclein, alpha interacting protein (synphilin); targeted mutation 1b, Wellcome Trust Sanger Institute",MGI:5569950,EUCOMM,Sncaip,MGI:1915097
Sncb<tm1a(EUCOMM)Hmgu>,"synuclein, beta; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:4455731,EUCOMM,Sncb,MGI:1889011
Snf8<tm1a(EUCOMM)Wtsi>,"SNF8, ESCRT-II complex subunit, homolog (S. cerevisiae); targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4433763,EUCOMM,Snf8,MGI:1343161
Snip1<tm1a(EUCOMM)Wtsi>,"Smad nuclear interacting protein 1; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4431749,EUCOMM,Snip1,MGI:2156003
Snorc<tm1a(EUCOMM)Hmgu>,"secondary ossification center associated regulator of chondrocyte maturation; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:4436063,EUCOMM,Snorc,MGI:1920484
Snorc<tm1b(EUCOMM)Hmgu>,"secondary ossification center associated regulator of chondrocyte maturation; targeted mutation 1b, Helmholtz Zentrum Muenchen GmbH",MGI:5637067,EUCOMM,Snorc,MGI:1920484
Snrnp200<tm1a(KOMP)Mbp>,"small nuclear ribonucleoprotein 200 (U5); targeted mutation 1a, Mouse Biology Program, UCDavis",MGI:4840806,KOMP-CSD,Snrnp200,MGI:2444401
Snrnp27<tm1a(EUCOMM)Wtsi>,"small nuclear ribonucleoprotein 27 (U4/U6.U5); targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4842426,EUCOMM,Snrnp27,MGI:1913868
Snx29<tm1a(EUCOMM)Hmgu>,"sorting nexin 29; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:4434822,EUCOMM,Snx29,MGI:1921728
Snx31<tm1a(KOMP)Wtsi>,"sorting nexin 31; targeted mutation 1a, Mouse Biology Program, University of California, Davis",MGI:5497029,KOMP-CSD,Snx31,MGI:1913946
Snx5<tm1a(KOMP)Wtsi>,"sorting nexin 5; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4362512,KOMP-CSD,Snx5,MGI:1916428
Snx8<tm2a(EUCOMM)Hmgu>,"sorting nexin 8; targeted mutation 2a, Helmholtz Zentrum Muenchen GmbH",MGI:5546671,EUCOMM,Snx8,MGI:2443816
Socs7<tm1a(EUCOMM)Wtsi>,"suppressor of cytokine signaling 7; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4432554,EUCOMM,Socs7,MGI:2651588
Sorl1<tm1a(EUCOMM)Wtsi>,"sortilin-related receptor, LDLR class A repeats-containing; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4451976,EUCOMM,Sorl1,MGI:1202296
Sorl1<tm1b(EUCOMM)Wtsi>,"sortilin-related receptor, LDLR class A repeats-containing; targeted mutation 1b, Wellcome Trust Sanger Institute",MGI:5569945,EUCOMM,Sorl1,MGI:1202296
Sort1<tm1a(EUCOMM)Wtsi>,"sortilin 1; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4842306,EUCOMM,Sort1,MGI:1338015
Sox13<tm1a(EUCOMM)Wtsi>,"SRY (sex determining region Y)-box 13; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4433017,EUCOMM,Sox13,MGI:98361
Sox2<lcc>,SRY (sex determining region Y)-box 2; light coat and circling,MGI:2447995,0,Sox2,MGI:98364
Sox2<tm2Skn>,"SRY (sex determining region Y)-box 2; targeted mutation 2, Silvia K Nicolis",MGI:2181440,0,Sox2,MGI:98364
Sox2<tm3Skn>,"SRY (sex determining region Y)-box 2; targeted mutation 3, Silvia K Nicolis",MGI:3052123,0,Sox2,MGI:98364
Sox2<tm4.1Skn>,"SRY (sex determining region Y)-box 2; targeted mutation 4.1, Silvia K Nicolis",MGI:4397705,0,Sox2,MGI:98364
Sox2<ysb>,SRY (sex determining region Y)-box 2; yellow submarine,MGI:2447996,0,Sox2,MGI:98364
Sox4<M91Ark>,"SRY (sex determining region Y)-box 4; mutation 91, Ruth M Arkell",MGI:3819793,0,Sox4,MGI:98366
Sox9<tm1Gsr>,"SRY (sex determining region Y)-box 9; targeted mutation 1, Gerd Scherer",MGI:2385468,0,Sox9,MGI:98371
Sox9<tm2Gsr>,"SRY (sex determining region Y)-box 9; targeted mutation 2, Gerd Scherer",MGI:3817218,0,Sox9,MGI:98371
Sp1<tm1Phi>,"trans-acting transcription factor 1; targeted mutation 1, Sjaak Philipsen",MGI:2181866,0,Sp1,MGI:98372
Sp2<Gt(EUCJ0012h08)Hmgu>,"Sp2 transcription factor; gene trap EUCJ0012h08, Helmholtz Zentrum Muenchen GmbH",MGI:4870800,0,Sp2,MGI:1926162
Sp3<tm1Sus>,"trans-acting transcription factor 3; targeted mutation 1, Guntram Suske",MGI:2182438,0,Sp3,MGI:1277166
Sp4<tm1Sus>,"trans-acting transcription factor 4; targeted mutation 1, Guntram Suske",MGI:2183651,0,Sp4,MGI:107595
Sp6<tm1.1Ibmm>,"trans-acting transcription factor 6; targeted mutation 1.1, Claude Szpirer",MGI:3778294,0,Sp6,MGI:1932575
Sp6<tm1Ibmm>,"trans-acting transcription factor 6; targeted mutation 1, Claude Szpirer",MGI:3778292,0,Sp6,MGI:1932575
Sparc<tm1a(EUCOMM)Wtsi>,"secreted acidic cysteine rich glycoprotein; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4432869,EUCOMM,Sparc,MGI:98373
Spata25<tm1(KOMP)Wtsi>,"spermatogenesis associated 25; targeted mutation 1, Wellcome Trust Sanger Institute",MGI:4451280,KOMP-CSD,Spata25,MGI:1922892
Spats1<tm1a(EUCOMM)Hmgu>,"spermatogenesis associated, serine-rich 1; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:5436890,EUCOMM,Spats1,MGI:1918270
Spg20<tm2a(EUCOMM)Hmgu>,"spastic paraplegia 20, spartin (Troyer syndrome) homolog (human); targeted mutation 2a, Helmholtz Zentrum Muenchen GmbH",MGI:4436639,EUCOMM,Spg20,MGI:2139806
Spg20<tm2b(EUCOMM)Hmgu>,"spastic paraplegia 20, spartin (Troyer syndrome) homolog (human); targeted mutation 2b, Helmholtz Zentrum Muenchen GmbH",MGI:5548741,EUCOMM,Spg20,MGI:2139806
Spgl,spag luxate,MGI:3576619,Harwell ENU Mutagenesis,Spgl,MGI:1890620
Spice1<tm1a(EUCOMM)Hmgu>,"spindle and centriole associated protein 1; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:5286323,EUCOMM,Spice1,MGI:1196252
Spink10<tm1a(KOMP)Wtsi>,"serine peptidase inhibitor, Kazal type 10; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4841128,KOMP-CSD,Spink10,MGI:3584533
Spink14<tm1e(KOMP)Wtsi>,"serine peptidase inhibitor, Kazal type 14; targeted mutation 1e, Wellcome Trust Sanger Institute",MGI:4841420,KOMP-CSD,Spink14,MGI:3646952
Spns1<tm1e(EUCOMM)Wtsi>,"spinster homolog 1; targeted mutation 1e, Wellcome Trust Sanger Institute",MGI:4434332,EUCOMM,Spns1,MGI:1920908
Spns2<tm1a(KOMP)Wtsi>,"spinster homolog 2; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4460276,KOMP-CSD,Spns2,MGI:2384936
Spns2<tm1b(KOMP)Wtsi>,"spinster homolog 2; targeted mutation 1b, Wellcome Trust Sanger Institute",MGI:5442804,KOMP-CSD,Spns2,MGI:2384936
Spns2<tm1c(KOMP)Wtsi>,,MGI:2384936,,,
Spo11<tm1Mjn>,"SPO11 meiotic protein covalently bound to DSB; targeted mutation 1, Maria Jasin",MGI:2178805,0,Spo11,MGI:1349669
Spopl<tm1a(EUCOMM)Wtsi>,"speckle-type POZ protein-like; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4455963,EUCOMM,Spopl,MGI:1924107
Spp1<tm1Rit>,"secreted phosphoprotein 1; targeted mutation 1, Susan R Rittling",MGI:1932084,0,Spp1,MGI:98389
Spryd3<tm1a(EUCOMM)Hmgu>,"SPRY domain containing 3; targeted mutation 1a, Helmholtz Zentrum Muenchen GmbH",MGI:4434532,EUCOMM,Spryd3,MGI:2446175
Sptbn1<tm1a(EUCOMM)Wtsi>,"spectrin beta, non-erythrocytic 1; targeted mutation 1a, Wellcome Trust Sanger Institute",MGI:4432393,EUCOMM,Sptbn1,MGI:98388
